path,role,status,publishability
results/fed_cycle_long_treasury_proxy_bridge_035_v1/PANDAAI_LONG_TREASURY_SCHEMA.json,PandaAI long-duration Treasury explanation schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/FED_CYCLE_LONG_TREASURY_PROXY_BRIDGE_035_REPORT.md,035 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/QC.json,035 QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_LISTED_REIT_PROXY_BRIDGE_036_LOCK.md,VGSIX-VNQ REIT proxy bridge frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_LISTED_REIT_PROXY_BRIDGE_036_CLOSEOUT.md,VGSIX-VNQ REIT proxy bridge closeout,CANONICAL,PUBLIC_SAFE
data/public/LISTED_REIT_PROXY_SOURCE_SPEC_20260926.csv,VGSIX/VNQ proxy source specification,CANONICAL_SOURCE_SPEC,PUBLIC_SAFE
scripts/run_fed_cycle_listed_reit_proxy_bridge_036_v1.py,Reproducible VGSIX-VNQ bridge builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-listed-reit-proxy-bridge-036-v1.yml,Automated 036 workflow,CANONICAL,PUBLIC
results/fed_cycle_listed_reit_proxy_bridge_036_v1/SOURCE_REGISTRY.csv,VGSIX/VNQ source hashes and provenance,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/MONTHLY_OVERLAP_DIAGNOSTICS.csv,VGSIX/VNQ monthly bridge diagnostics,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/COMMON_EVENT_BRIDGE_PANEL.csv,VGSIX/VNQ common-event panel,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/COMMON_PHASE_BRIDGE_SUMMARY.csv,VGSIX/VNQ common phase summary,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/BRIDGE_GATE_AUDIT.csv,Frozen 036 bridge gates,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/VGSIX_EXTENDED_PHASE_METRICS.csv,VGSIX extended REIT event metrics,QC_PASS_LIMITED_PROXY_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/VGSIX_EXTENDED_PHASE_SUMMARY.csv,VGSIX extended REIT phase summary,QC_PASS_LIMITED_PROXY_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/VGSIX_24M_DIAGNOSTICS.csv,VGSIX 24M secondary diagnostics,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/REIT_INVESTOR_QUESTIONS.csv,REIT proxy investor questions,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/REIT_PROXY_SYNTHESIS_ZH.md,Chinese VGSIX REIT proxy synthesis,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/PANDAAI_REIT_SCHEMA.json,PandaAI REIT proxy schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/FED_CYCLE_LISTED_REIT_PROXY_BRIDGE_036_REPORT.md,036 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_listed_reit_proxy_bridge_036_v1/QC.json,036 QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_REIT_DEEP_HISTORY_DUAL_BRIDGE_037_LOCK.md,FRESX dual REIT bridge frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_REIT_DEEP_HISTORY_DUAL_BRIDGE_037_CLOSEOUT.md,FRESX dual REIT bridge closeout,CANONICAL,PUBLIC_SAFE
data/public/REIT_DEEP_HISTORY_SOURCE_SPEC_20260926.csv,VNQ/VGSIX/FRESX dual-bridge source spec,CANONICAL_SOURCE_SPEC,PUBLIC_SAFE
scripts/run_fed_cycle_reit_deep_history_dual_bridge_037_v1.py,Reproducible FRESX dual-bridge builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-reit-deep-history-dual-bridge-037-v1.yml,Automated 037 workflow,CANONICAL,PUBLIC
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/SOURCE_REGISTRY.csv,Three-series provenance and source hashes,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VNQ_BRIDGE_MONTHLY.csv,FRESX-VNQ monthly bridge diagnostics,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VGSIX_BRIDGE_MONTHLY.csv,FRESX-VGSIX monthly bridge diagnostics,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VNQ_COMMON_EVENT_PANEL.csv,FRESX-VNQ common-event bridge panel,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VGSIX_COMMON_EVENT_PANEL.csv,FRESX-VGSIX common-event bridge panel,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VNQ_COMMON_PHASE_SUMMARY.csv,FRESX-VNQ common-phase bridge summary,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/VGSIX_COMMON_PHASE_SUMMARY.csv,FRESX-VGSIX common-phase bridge summary,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/DUAL_BRIDGE_GATE_AUDIT.csv,Frozen dual-bridge gate audit,QC_PASS_DECISION_FAIL,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/FRESX_EXTENDED_PHASE_METRICS.csv,Rejected diagnostic deep-history REIT event metrics,NOT_PROMOTED_DUAL_BRIDGE_FAIL,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/FRESX_EXTENDED_PHASE_SUMMARY.csv,Rejected diagnostic deep-history REIT phase summary,NOT_PROMOTED_DUAL_BRIDGE_FAIL,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/FRESX_24M_DIAGNOSTICS.csv,Rejected secondary FRESX 24M diagnostics,NOT_PROMOTED_DUAL_BRIDGE_FAIL,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/REIT_DEEP_HISTORY_INVESTOR_QUESTIONS.csv,REIT deep-history bridge questions,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/REIT_DEEP_HISTORY_SYNTHESIS_ZH.md,Chinese dual-bridge fail synthesis,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/PANDAAI_REIT_DEEP_HISTORY_SCHEMA.json,PandaAI deep REIT bridge schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/FED_CYCLE_REIT_DEEP_HISTORY_DUAL_BRIDGE_037_REPORT.md,037 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_reit_deep_history_dual_bridge_037_v1/QC.json,037 QC,QC_PASS,PUBLIC_SAFE
